,transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in
14,123.0,124.0,127.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,141.0,282.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,128.0,256.0,0.0,0.0,0.0,1.0,1.0,1.0,141.0,282.0,0.0,0.0,0.0
15,142.0,145.0,162.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,163.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,163.0,326.0,0.0,0.0,0.0,1.0,1.0,1.0,163.0,326.0,0.0,0.0,0.0
16,167.0,168.0,171.0,174.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,174.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,173.0,346.0,0.0,0.0,0.0,2.0,2.0,1.0,174.0,348.0,0.0,0.0,0.0
17,176.0,179.0,189.0,190.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,190.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,190.0,1140.0,0.0,0.0,0.0
18,197.0,205.0,212.0,213.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,213.0,426.0,0.0,0.0,0.0,1.0,2.0,2.0,206.0,618.0,0.0,0.0,0.0,1.0,3.0,3.0,214.0,642.0,0.0,0.0,0.0,1.0,1.0,1.0,213.0,426.0,0.0,0.0,0.0
19,214.0,215.0,216.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,217.0,651.0,0.0,0.0,0.0,2.0,2.0,1.0,217.0,217.0,0.0,0.0,0.0
20,219.0,220.0,227.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,168.0,672.0,3481.0,-7.085395891676779e-17,0.9999999999999999,2.0,3.0,1.5,227.33333333333334,682.0,0.0,0.0,0.0
21,229.0,238.0,239.0,248.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,248.0,496.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,248.0,496.0,0.0,0.0,0.0
22,249.0,251.0,256.0,258.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,258.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,257.0,514.0,0.0,0.0,0.0,2.0,3.0,1.5,257.5,1030.0,0.0,0.0,0.0
23,259.0,261.0,262.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,263.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,264.0,792.0,0.0,0.0,0.0,1.0,2.0,2.0,263.0,263.0,0.0,0.0,0.0
24,264.0,265.0,272.0,273.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,273.0,819.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,272.6,1363.0,0.0,0.0,0.0
25,278.0,290.0,291.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,292.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,292.0,584.0,0.0,0.0,0.0
26,293.0,297.0,298.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,299.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,299.0,299.0,0.0,0.0,0.0
27,300.0,301.0,302.0,303.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,303.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,304.0,912.0,0.0,0.0,0.0,2.0,2.0,1.0,303.0,606.0,0.0,0.0,0.0
28,308.0,309.0,310.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,311.0,311.0,0.0,0.0,0.0,1.0,3.0,3.0,310.0,930.0,0.0,0.0,0.0,1.0,2.0,2.0,312.0,624.0,0.0,0.0,0.0,1.0,1.0,1.0,311.0,311.0,0.0,0.0,0.0
29,313.0,314.0,317.0,318.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,316.5,1266.0,2.25,0.0,1.0,1.0,2.0,2.0,315.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,318.0,1272.0,0.0,0.0,0.0
30,326.0,328.0,331.0,334.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,333.0,666.0,0.0,0.0,0.0,2.0,4.0,2.0,332.6666666666667,998.0,0.0,0.0,0.0
31,341.0,342.0,343.0,344.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,344.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,343.0,686.0,0.0,0.0,0.0,2.0,4.0,2.0,343.6,1718.0,0.0,0.0,0.0
32,353.0,357.0,366.0,376.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,376.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,371.5,1486.0,20.25,0.0,1.0
33,395.0,396.0,397.0,398.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,398.0,796.0,0.0,0.0,0.0,1.0,2.0,2.0,396.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,398.0,796.0,0.0,0.0,0.0
34,403.0,405.0,406.0,445.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,429.8,2149.0,346.5599999999998,-0.40824829046386335,1.1666666666666672,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,429.8,2149.0,346.5599999999998,-0.40824829046386335,1.1666666666666672
35,453.0,454.0,455.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,457.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,455.0,1365.0,0.0,0.0,0.0,2.0,3.0,1.5,455.5,1822.0,0.0,0.0,0.0
36,458.0,459.0,462.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,461.8,2309.0,2.1599999999999966,-0.408248290463864,1.1666666666666705,2.0,4.0,2.0,460.0,920.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,463.0,1389.0,0.0,0.0,0.0
37,466.0,467.0,473.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,469.3333333333333,1408.0,10.888888888888934,0.7071067811865431,1.4999999999999882,1.0,2.0,2.0,467.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,474.0,474.0,0.0,0.0,0.0
38,475.0,481.0,482.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,483.0,1449.0,0.0,0.0,0.0,1.0,2.0,2.0,482.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,483.0,1449.0,0.0,0.0,0.0
39,484.0,502.0,503.0,504.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,504.0,504.0,0.0,0.0,0.0,1.0,2.0,2.0,502.0,1506.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,504.0,504.0,0.0,0.0,0.0
40,505.0,511.0,516.0,522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,516.0,2580.0,23.999999999999943,0.408248290463861,1.1666666666666696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,517.0,1034.0,0.0,0.0,0.0,2.0,3.0,1.5,519.5,2078.0,6.250000000000071,1.5177192835835482e-14,0.9999999999999972
41,523.0,528.0,533.0,534.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,531.3333333333334,1594.0,3.555555555555505,0.7071067811865624,1.5000000000000426,2.0,4.0,2.0,528.5,2114.0,0.0,0.0,0.0,1.0,2.0,2.0,534.0,1068.0,0.0,0.0,0.0,2.0,3.0,1.5,534.0,1602.0,0.0,0.0,0.0
42,535.0,539.0,553.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,559.5,2238.0,342.25,-5.745726898058101e-16,0.9999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,555.0,1110.0,0.0,0.0,0.0,1.0,1.0,1.0,578.0,1156.0,0.0,0.0,0.0
43,579.0,580.0,581.0,582.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,582.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,583.0,1166.0,0.0,0.0,0.0,1.0,2.0,2.0,582.0,1164.0,0.0,0.0,0.0
44,592.0,593.0,594.0,595.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,595.0,1190.0,0.0,0.0,0.0,1.0,2.0,2.0,593.0,1779.0,0.0,0.0,0.0,1.0,2.0,2.0,528.0,1056.0,0.0,0.0,0.0,1.0,2.0,2.0,595.0,1190.0,0.0,0.0,0.0
45,596.0,608.0,609.0,616.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,616.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,610.0,1220.0,0.0,0.0,0.0,2.0,4.0,2.0,613.0,2452.0,9.0,0.0,1.0
46,617.0,618.0,619.0,622.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,621.0,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,621.0,2484.0,0.0,0.0,0.0
47,625.0,629.0,630.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,631.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,631.0,1893.0,0.0,0.0,0.0,2.0,3.0,1.5,631.0,3155.0,0.0,0.0,0.0
48,632.0,638.0,659.0,667.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,653.5,2614.0,182.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,662.8,3314.0,11.760000000000009,0.40824829046385785,1.1666666666666619
49,673.0,674.0,688.0,689.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,682.5,2730.0,42.249999999999815,-5.8473430416671356e-15,1.0000000000000009,1.0,2.0,2.0,674.0,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,689.0,1378.0,0.0,0.0,0.0
50,690.0,691.0,692.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,714.0,714.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,694.0,2776.0,0.0,0.0,0.0,1.0,1.0,1.0,714.0,714.0,0.0,0.0,0.0
51,715.0,718.0,719.0,721.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,719.8,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,719.8,3599.0,0.0,0.0,0.0
52,723.0,724.0,725.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,726.0,2904.0,12.0,1.1547005383792515,2.3333333333333335,1.0,2.0,2.0,724.0,2172.0,0.0,0.0,0.0,1.0,3.0,3.0,726.0,1452.0,0.0,0.0,0.0,1.0,1.0,1.0,732.0,732.0,0.0,0.0,0.0
53,739.0,747.0,754.0,755.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,755.0,1510.0,0.0,0.0,0.0,1.0,2.0,2.0,747.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,754.6666666666667,4528.0,0.0,0.0,0.0
54,756.0,757.0,759.0,761.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.3333333333333333,689.0,2756.0,1728.0,1.1547005383792515,2.3333333333333335,2.0,3.0,1.5,665.0,1995.0,0.0,0.0,0.0,2.0,4.0,2.0,403.5,1614.0,126380.25,0.0,1.0,2.0,3.0,1.5,759.6666666666666,2279.0,0.0,0.0,0.0
55,765.0,778.0,779.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,790.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,780.0,1560.0,0.0,0.0,0.0,2.0,3.0,1.5,785.0,3140.0,24.999999999999858,-7.560174708487531e-15,1.0000000000000013
56,793.0,805.0,812.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,815.0,1630.0,0.0,0.0,0.0,1.0,2.0,2.0,806.0,1612.0,0.0,0.0,0.0,1.0,2.0,2.0,813.0,1626.0,0.0,0.0,0.0,1.0,1.0,1.0,815.0,1630.0,0.0,0.0,0.0
57,817.0,818.0,822.0,828.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,828.0,828.0,0.0,0.0,0.0,1.0,2.0,2.0,819.0,1638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,824.6666666666666,2474.0,0.0,0.0,0.0
58,829.0,842.0,843.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,845.0,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,845.0,1690.0,0.0,0.0,0.0
59,846.0,849.0,854.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,856.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,856.0,856.0,0.0,0.0,0.0
60,862.0,863.0,864.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,865.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,865.0,865.0,0.0,0.0,0.0
61,866.0,867.0,868.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,869.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,869.0,869.0,0.0,0.0,0.0
62,873.0,874.0,875.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,882.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,882.0,882.0,0.0,0.0,0.0
63,883.0,886.0,887.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,888.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,888.0,888.0,0.0,0.0,0.0
