,transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,sourceAccount,targetAccount
10,28.0,37.0,38.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,1,800A5F020,1420,8006A3840,1210984.0,US Dollar,1210984.0,US Dollar,ACH,0,1800A5F020,14208006A3840
11,29.0,35.0,39.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,18.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,2022-09-01 00:29:00,1420,8005FD390,1292,8006A3890,38386097.0,US Dollar,38386097.0,US Dollar,Cheque,0,14208005FD390,12928006A3890
12,32.0,42.0,36.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,26.0,52.0,0.0,0.0,0.0,2022-09-01 00:26:00,10,800058100,1688,8005FD430,159271.0,US Dollar,159271.0,US Dollar,ACH,0,10800058100,16888005FD430
13,33.0,38.0,43.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,2022-09-01 00:14:00,1420,8006A3840,217680,80C132DC0,3.62,US Dollar,3.62,US Dollar,Credit Card,0,14208006A3840,21768080C132DC0
14,34.0,39.0,44.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,18.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,18.0,0.0,0.0,0.0,2022-09-01 00:09:00,1292,8006A3890,121303,80A3C7390,192.83,US Dollar,192.83,US Dollar,Credit Card,0,12928006A3890,12130380A3C7390
15,38.0,46.0,48.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,2022-09-01 00:04:00,21611,800AC9010,1467,801008340,152631.0,US Dollar,152631.0,US Dollar,Cheque,0,21611800AC9010,1467801008340
16,39.0,45.0,49.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,30.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,30.0,0.0,0.0,0.0,2022-09-01 00:15:00,1674,800AC8E30,1420,801008520,5069.19,US Dollar,5069.19,US Dollar,Cheque,0,1674800AC8E30,1420801008520
17,40.0,50.0,45.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,30.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,2022-09-01 00:29:00,10,80005D5C0,1674,800AC8E30,29382.0,US Dollar,29382.0,US Dollar,Cheque,0,1080005D5C0,1674800AC8E30
18,42.0,52.0,53.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.5,18.0,6.25,1.1368683772161603e-16,0.9999999999999998,2022-09-01 00:07:00,11474,800AC9400,1124,814233CC0,16.03,US Dollar,16.03,US Dollar,Credit Card,0,11474800AC9400,1124814233CC0
19,43.0,54.0,55.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2022-09-01 00:02:00,1601,800AC9DD0,215064,8121CF4B0,25.34,US Dollar,25.34,US Dollar,Credit Card,0,1601800AC9DD0,2150648121CF4B0
20,44.0,56.0,53.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.5,18.0,6.25,1.1368683772161603e-16,0.9999999999999998,2022-09-01 00:02:00,1411,800AC9E20,1124,814233CC0,146.97,US Dollar,146.97,US Dollar,Credit Card,0,1411800AC9E20,1124814233CC0
21,45.0,48.0,57.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,2022-09-01 00:08:00,1467,801008340,111764,8082250C0,16.9,US Dollar,16.9,US Dollar,Credit Card,0,1467801008340,1117648082250C0
22,46.0,58.0,59.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,20.0,0.0,0.0,0.0,2022-09-01 00:10:00,1241,801008480,15723,8065002B0,87.71,US Dollar,87.71,US Dollar,Credit Card,0,1241801008480,157238065002B0
23,47.0,49.0,60.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,2022-09-01 00:16:00,1420,801008520,12,80974B620,17.57,US Dollar,17.57,US Dollar,Credit Card,0,1420801008520,1280974B620
24,49.0,62.0,63.0,14.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,18.0,108.0,62.0,0.6309038567106235,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,2022-09-01 00:14:00,1674,801009860,1411,80100A2C0,424245.0,US Dollar,424245.0,US Dollar,Cheque,0,1674801009860,141180100A2C0
25,50.0,62.0,64.0,29.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,18.0,108.0,62.0,0.6309038567106235,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,2022-09-01 00:29:00,1674,801009860,1457,80100D180,2995.0,US Dollar,2995.0,US Dollar,ACH,0,1674801009860,145780100D180
26,51.0,62.0,65.0,11.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,18.0,108.0,62.0,0.6309038567106235,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,1674,801009860,1,80100DB80,527190.0,US Dollar,527190.0,US Dollar,ACH,0,1674801009860,180100DB80
27,54.0,63.0,67.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,2022-09-01 00:22:00,1411,80100A2C0,12893,80805AE20,6.88,US Dollar,6.88,US Dollar,Credit Card,0,141180100A2C0,1289380805AE20
28,55.0,64.0,68.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,22.0,44.0,0.0,0.0,0.0,2022-09-01 00:22:00,1457,80100D180,15916,803177AF0,406.38,US Dollar,406.38,US Dollar,Credit Card,0,145780100D180,15916803177AF0
29,56.0,69.0,70.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2022-09-01 00:01:00,11318,80100DB30,16109,80805A830,9.57,US Dollar,9.57,US Dollar,Credit Card,0,1131880100DB30,1610980805A830
30,57.0,65.0,71.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,2022-09-01 00:08:00,1,80100DB80,11904,80A059840,42.18,US Dollar,42.18,US Dollar,Credit Card,0,180100DB80,1190480A059840
31,59.0,72.0,73.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,8.75,70.0,20.1875,-1.1255773537287341,2.31288519970478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,21.0,42.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,1,8012275D0,1467,801227620,8468.0,US Dollar,8468.0,US Dollar,ACH,0,18012275D0,1467801227620
32,60.0,72.0,74.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,8.75,70.0,20.1875,-1.1255773537287341,2.31288519970478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,28.0,56.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,24.0,0.0,0.0,0.0,2022-09-01 00:12:00,1,8012275D0,12,80141ED50,13818883.0,US Dollar,13818883.0,US Dollar,Cheque,0,18012275D0,1280141ED50
33,61.0,72.0,75.0,11.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,8.75,70.0,20.1875,-1.1255773537287341,2.31288519970478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,19.0,38.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,2022-09-01 00:11:00,1,8012275D0,1686,8004169F0,9814809.87,US Dollar,9814809.87,US Dollar,ACH,0,18012275D0,16868004169F0
34,62.0,72.0,76.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,8.75,70.0,20.1875,-1.1255773537287341,2.31288519970478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2022-09-01 00:01:00,1,8012275D0,1047,800416A40,2782.0,US Dollar,2782.0,US Dollar,ACH,0,18012275D0,1047800416A40
35,64.0,73.0,77.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,21.0,42.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,21.0,42.0,0.0,0.0,0.0,2022-09-01 00:21:00,1467,801227620,6156,802F2FD40,44.54,US Dollar,44.54,US Dollar,Credit Card,0,1467801227620,6156802F2FD40
36,65.0,74.0,78.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,28.0,56.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,28.0,56.0,0.0,0.0,0.0,2022-09-01 00:28:00,12,80141ED50,23885,805DEB4F0,77.15,US Dollar,77.15,US Dollar,Credit Card,0,1280141ED50,23885805DEB4F0
37,66.0,75.0,79.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,19.0,38.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,19.0,38.0,0.0,0.0,0.0,2022-09-01 00:19:00,1686,8004169F0,1047,80A0DDC70,6.28,US Dollar,6.28,US Dollar,Credit Card,0,16868004169F0,104780A0DDC70
38,67.0,76.0,80.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,2022-09-01 00:05:00,1047,800416A40,15723,8051B9F40,130.1,US Dollar,130.1,US Dollar,Credit Card,0,1047800416A40,157238051B9F40
39,69.0,82.0,83.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,25.0,50.0,0.0,0.0,0.0,2022-09-01 00:25:00,1665,80152E780,15625,81173FE50,5.87,US Dollar,5.87,US Dollar,Credit Card,0,166580152E780,1562581173FE50
40,72.0,86.0,87.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,17.0,34.0,0.0,0.0,0.0,1.0,2.0,2.0,18.0,36.0,0.0,0.0,0.0,2022-09-01 00:18:00,11904,8016BC320,10,8016BBF40,106953.0,US Dollar,106953.0,US Dollar,ACH,0,119048016BC320,108016BBF40
41,73.0,88.0,89.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,2022-09-01 00:06:00,13327,8016BA470,2991,8016BBF90,25397.0,US Dollar,25397.0,US Dollar,ACH,0,133278016BA470,29918016BBF90
42,77.0,87.0,92.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,17.0,34.0,0.0,0.0,0.0,1.0,2.0,2.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,17.0,34.0,0.0,0.0,0.0,2022-09-01 00:17:00,10,8016BBF40,24161,80DF7DCE0,149.35,US Dollar,149.35,US Dollar,Credit Card,0,108016BBF40,2416180DF7DCE0
43,78.0,89.0,93.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,32.0,0.0,0.0,0.0,2022-09-01 00:16:00,2991,8016BBF90,11904,8017A8630,97.86,US Dollar,97.86,US Dollar,Credit Card,0,29918016BBF90,119048017A8630
44,80.0,95.0,96.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,48.0,0.0,0.0,0.0,2022-09-01 00:24:00,1244,8016CAB70,121303,80E2754A0,51.44,US Dollar,51.44,US Dollar,Credit Card,0,12448016CAB70,12130380E2754A0
45,81.0,97.0,98.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,16.0,0.0,0.0,0.0,2022-09-01 00:08:00,1686,8018754D0,14804,80D120A40,46.3,US Dollar,46.3,US Dollar,Credit Card,0,16868018754D0,1480480D120A40
46,89.0,106.0,107.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,2022-09-01 00:04:00,2439,801DC6C70,13037,8018A61B0,62787.0,US Dollar,62787.0,US Dollar,Cheque,0,2439801DC6C70,130378018A61B0
